drug_a,drug_b,total_reports,serious_reports,serious_rate,lift,risk_score
BUMETANIDE,NEXIUM,31,31,1.0,1.0982222653477076,34.044890225778936
CEFUROXIME,PRILOSEC,31,31,1.0,1.0982222653477076,34.044890225778936
CEPHALEXIN,METOCLOPRAMIDE,31,31,1.0,1.0982222653477076,34.044890225778936
CIPROFLOXACIN,JANUVIA,31,31,1.0,1.0982222653477076,34.044890225778936
CIPROFLOXACIN,PLAVIX,31,31,1.0,1.0982222653477076,34.044890225778936
CIPROFLOXACIN,SERTRALINE,31,31,1.0,1.0982222653477076,34.044890225778936
CITALOPRAM,PROTONIX,31,31,1.0,1.0982222653477076,34.044890225778936
CLOPIDOGREL,IBUPROFEN,31,31,1.0,1.0982222653477076,34.044890225778936
DOXYCYCLINE,HYDRALAZINE,31,31,1.0,1.0982222653477076,34.044890225778936
FERROUS SULFATE,PROTONIX,31,31,1.0,1.0982222653477076,34.044890225778936
FLUCONAZOLE,PROTONIX,31,31,1.0,1.0982222653477076,34.044890225778936
GEMFIBROZIL,NEXIUM,31,31,1.0,1.0982222653477076,34.044890225778936
HUMIRA,RITUXIMAB,31,31,1.0,1.0982222653477076,34.044890225778936
HYDRALAZINE,PROMETHAZINE,31,31,1.0,1.0982222653477076,34.044890225778936
HYDROCHLOROTHIAZIDE,ZOLPIDEM,31,31,1.0,1.0982222653477076,34.044890225778936
HYDROXYCHLOROQUINE,REMICADE,31,31,1.0,1.0982222653477076,34.044890225778936
JARDIANCE,SITAGLIPTIN,31,31,1.0,1.0982222653477076,34.044890225778936
KETOROLAC,NEXIUM,31,31,1.0,1.0982222653477076,34.044890225778936
LEVAQUIN,RANITIDINE,31,31,1.0,1.0982222653477076,34.044890225778936
MILK OF MAGNESIA,NEXIUM,31,31,1.0,1.0982222653477076,34.044890225778936
MIRTAZAPINE,NEXIUM,31,31,1.0,1.0982222653477076,34.044890225778936
MYLANTA,ROLAIDS,31,31,1.0,1.0982222653477076,34.044890225778936
NEURONTIN,NEXIUM,31,31,1.0,1.0982222653477076,34.044890225778936
NEXIUM 24HR,PEPCID AC,31,31,1.0,1.0982222653477076,34.044890225778936
NEXIUM 24HR,SERTRALINE,31,31,1.0,1.0982222653477076,34.044890225778936
PANTOPRAZOLE,VENTOLIN,31,31,1.0,1.0982222653477076,34.044890225778936
PROTONIX,TIZANIDINE,31,31,1.0,1.0982222653477076,34.044890225778936
PROTONIX,ZITHROMAX,31,31,1.0,1.0982222653477076,34.044890225778936
PROTONIX,ZYRTEC,31,31,1.0,1.0982222653477076,34.044890225778936
RANITIDINE,ROLAIDS,31,31,1.0,1.0982222653477076,34.044890225778936
ROLAIDS,SIMVASTATIN,31,31,1.0,1.0982222653477076,34.044890225778936
ACETAMINOPHEN,LIDOCAINE,42,36,0.8571428571428571,0.9413333702980351,33.88800133072926
ASPIRIN,XARELTO,42,36,0.8571428571428571,0.9413333702980351,33.88800133072926
GLIPIZIDE,NOVOLOG,42,36,0.8571428571428571,0.9413333702980351,33.88800133072926
HYDROCHLOROTHIAZIDE,VITAMIN D,42,36,0.8571428571428571,0.9413333702980351,33.88800133072926
GLIPIZIDE,SPIRONOLACTONE,47,38,0.8085106382978723,0.8879243847492104,33.74112662046999
JANUVIA,METOPROLOL,47,38,0.8085106382978723,0.8879243847492104,33.74112662046999
ALBUTEROL,OMEPRAZOLE,40,35,0.875,0.9609444821792442,33.63305687627354
ATORVASTATIN,DEXAMETHASONE,40,35,0.875,0.9609444821792442,33.63305687627354
BACLOFEN,FUROSEMIDE,40,35,0.875,0.9609444821792442,33.63305687627354
LEVOTHYROXINE,PRAVASTATIN,40,35,0.875,0.9609444821792442,33.63305687627354
CLOPIDOGREL,OMEPRAZOLE,45,37,0.8222222222222222,0.9029827515081151,33.410361805800264
LISINOPRIL,TAMSULOSIN,45,37,0.8222222222222222,0.9029827515081151,33.410361805800264
ALPRAZOLAM,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,38,34,0.8947368421052632,0.9826199216268964,33.40907733531448
AMBIEN,PREDNISONE,38,34,0.8947368421052632,0.9826199216268964,33.40907733531448
AMOXICILLIN,CITALOPRAM,38,34,0.8947368421052632,0.9826199216268964,33.40907733531448
ATENOLOL,HYDROCHLOROTHIAZIDE,38,34,0.8947368421052632,0.9826199216268964,33.40907733531448
CEPHALEXIN,LORATADINE,38,34,0.8947368421052632,0.9826199216268964,33.40907733531448
DEXAMETHASONE,IBUPROFEN,38,34,0.8947368421052632,0.9826199216268964,33.40907733531448
DEXAMETHASONE,OXYCODONE,38,34,0.8947368421052632,0.9826199216268964,33.40907733531448
FLUTICASONE,MONTELUKAST,38,34,0.8947368421052632,0.9826199216268964,33.40907733531448
HYDROCHLOROTHIAZIDE,LORAZEPAM,38,34,0.8947368421052632,0.9826199216268964,33.40907733531448
JANUVIA,PREDNISONE,38,34,0.8947368421052632,0.9826199216268964,33.40907733531448
ASPIRIN,LORATADINE,50,39,0.78,0.856613366971212,33.40792131187727
ACYCLOVIR,PANTOPRAZOLE,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
ALPRAZOLAM,HYDROCHLOROTHIAZIDE,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
AMLODIPINE BESYLATE,PANTOPRAZOLE,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
ASPIRIN,HUMALOG,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
ATENOLOL,PANTOPRAZOLE,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
CYCLOBENZAPRINE,LOSARTAN,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
CYCLOBENZAPRINE,XYREM,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
DIAZEPAM,FLUCONAZOLE,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
DOXYCYCLINE,LYRICA,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
FLUTICASONE,LEVOTHYROXINE,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
FUROSEMIDE,ISOSORBIDE MONONITRATE,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
INSULIN,LISINOPRIL,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
LASIX,METOPROLOL,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
LEVOFLOXACIN,METHYLPREDNISOLONE,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
LORATADINE,NAPROXEN,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
PRILOSEC,VITAMIN B12,36,33,0.9166666666666666,1.0067037432353987,33.221223526768156
GLIPIZIDE,LYRICA,53,40,0.7547169811320755,0.8288469927152512,33.15387970861005
METHOTREXATE,OMEPRAZOLE,53,40,0.7547169811320755,0.8288469927152512,33.15387970861005
CIPROFLOXACIN,CLONAZEPAM,43,36,0.8372093023255814,0.9194418965701739,33.099908276526264
LEVOTHYROXINE,LYRICA,43,36,0.8372093023255814,0.9194418965701739,33.099908276526264
ALLOPURINOL,JANUVIA,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
AMIODARONE,ATORVASTATIN,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
ASPIRIN,COLACE,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
ASPIRIN,NIFEDIPINE,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
ATORVASTATIN,HUMIRA,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
ATORVASTATIN,NITROGLYCERIN,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
AZITHROMYCIN ANHYDROUS,FERROUS SULFATE,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
CEPHALEXIN,ESCITALOPRAM,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
CITALOPRAM,TRAMADOL,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
CRESTOR,METOPROLOL,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
DILTIAZEM,PREDNISONE,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
HYDROCHLOROTHIAZIDE,TUMS,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
IRBESARTAN,METFORMIN,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
KLOR-CON,LISINOPRIL,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
LORAZEPAM,TRAZODONE,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
LYRICA,RANITIDINE,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
NEXIUM,VITAMIN C,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
PANTOPRAZOLE,VITAMIN B12,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
SPIRONOLACTONE,TRAMADOL,34,32,0.9411764705882353,1.033620955621372,33.075870579883905
AZITHROMYCIN ANHYDROUS,SYMBICORT,48,38,0.7916666666666666,0.8694259600669352,33.03818648254354
ACETYLSALICYLIC ACID,FUROSEMIDE,32,31,0.96875,1.0639028195555917,32.98098740622334
ALPRAZOLAM,MELOXICAM,32,31,0.96875,1.0639028195555917,32.98098740622334
AMLODIPINE,ESOMEPRAZOLE,32,31,0.96875,1.0639028195555917,32.98098740622334
AMOXICILLIN,DICLOFENAC,32,31,0.96875,1.0639028195555917,32.98098740622334
ASPIRIN 81,XYREM,32,31,0.96875,1.0639028195555917,32.98098740622334
ATORVASTATIN,METHYLPREDNISOLONE,32,31,0.96875,1.0639028195555917,32.98098740622334
AZITHROMYCIN ANHYDROUS,CEFUROXIME,32,31,0.96875,1.0639028195555917,32.98098740622334
AZITHROMYCIN ANHYDROUS,VITAMIN D2,32,31,0.96875,1.0639028195555917,32.98098740622334
BUPROPION,PANTOPRAZOLE,32,31,0.96875,1.0639028195555917,32.98098740622334
CIPROFLOXACIN,DICLOFENAC,32,31,0.96875,1.0639028195555917,32.98098740622334
CIPROFLOXACIN,FOLIC ACID,32,31,0.96875,1.0639028195555917,32.98098740622334
CIPROFLOXACIN,LASIX,32,31,0.96875,1.0639028195555917,32.98098740622334
CIPROFLOXACIN,NOVOLOG,32,31,0.96875,1.0639028195555917,32.98098740622334
CYANOCOBALAMIN,NEXIUM,32,31,0.96875,1.0639028195555917,32.98098740622334
ENALAPRIL,FUROSEMIDE,32,31,0.96875,1.0639028195555917,32.98098740622334
ESCITALOPRAM,METFORMIN,32,31,0.96875,1.0639028195555917,32.98098740622334
FOLIC ACID,PROTONIX,32,31,0.96875,1.0639028195555917,32.98098740622334
FUROSEMIDE,GLICLAZIDE,32,31,0.96875,1.0639028195555917,32.98098740622334
HYDROCHLOROTHIAZIDE,SITAGLIPTIN,32,31,0.96875,1.0639028195555917,32.98098740622334
HYDROCHLOROTHIAZIDE,VALSARTAN,32,31,0.96875,1.0639028195555917,32.98098740622334
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,METOPROLOL,32,31,0.96875,1.0639028195555917,32.98098740622334
LEVOFLOXACIN,PRAVASTATIN,32,31,0.96875,1.0639028195555917,32.98098740622334
LORAZEPAM,LOSARTAN,32,31,0.96875,1.0639028195555917,32.98098740622334
METFORMIN HYDROCHLORIDE,RAMIPRIL,32,31,0.96875,1.0639028195555917,32.98098740622334
METOCLOPRAMIDE,PROTONIX,32,31,0.96875,1.0639028195555917,32.98098740622334
METOCLOPRAMIDE,RANITIDINE,32,31,0.96875,1.0639028195555917,32.98098740622334
METOPROLOL,NOVOLOG,32,31,0.96875,1.0639028195555917,32.98098740622334
MONTELUKAST,RANITIDINE,32,31,0.96875,1.0639028195555917,32.98098740622334
MUPIROCIN,PREVACID,32,31,0.96875,1.0639028195555917,32.98098740622334
NAPROXEN,REMICADE,32,31,0.96875,1.0639028195555917,32.98098740622334
NIFEDIPINE,PRILOSEC,32,31,0.96875,1.0639028195555917,32.98098740622334
PREVACID,TIZANIDINE,32,31,0.96875,1.0639028195555917,32.98098740622334
RAMIPRIL,TRAMADOL,32,31,0.96875,1.0639028195555917,32.98098740622334
RANITIDINE,SERTRALINE,32,31,0.96875,1.0639028195555917,32.98098740622334
ACIPHEX,ASPIRIN,30,30,1.0,1.0982222653477076,32.94666796043123
ALBUTEROL,CARVEDILOL,30,30,1.0,1.0982222653477076,32.94666796043123
ALBUTEROL,PREVACID 24 HR,30,30,1.0,1.0982222653477076,32.94666796043123
ALKA-SELTZER,PRILOSEC,30,30,1.0,1.0982222653477076,32.94666796043123
AMOXICILLIN,ROLAIDS,30,30,1.0,1.0982222653477076,32.94666796043123
ASPIRIN,AZITHROMYCIN,30,30,1.0,1.0982222653477076,32.94666796043123
ATENOLOL,ZANTAC,30,30,1.0,1.0982222653477076,32.94666796043123
ATORVASTATIN,LINAGLIPTIN,30,30,1.0,1.0982222653477076,32.94666796043123
AZATHIOPRINE,PREDNISONE,30,30,1.0,1.0982222653477076,32.94666796043123
AZITHROMYCIN ANHYDROUS,METOCLOPRAMIDE,30,30,1.0,1.0982222653477076,32.94666796043123
BUPROPION,CEPHALEXIN,30,30,1.0,1.0982222653477076,32.94666796043123
CARVEDILOL,ZANTAC,30,30,1.0,1.0982222653477076,32.94666796043123
CETIRIZINE,LISINOPRIL,30,30,1.0,1.0982222653477076,32.94666796043123
CITALOPRAM,PRILOSEC OTC,30,30,1.0,1.0982222653477076,32.94666796043123
COZAAR,PROTONIX,30,30,1.0,1.0982222653477076,32.94666796043123
CYCLOBENZAPRINE,DULOXETINE,30,30,1.0,1.0982222653477076,32.94666796043123
CYMBALTA,PREVACID 24 HR,30,30,1.0,1.0982222653477076,32.94666796043123
DESOXIMETASONE,REMICADE,30,30,1.0,1.0982222653477076,32.94666796043123
DEXILANT,FLUTICASONE,30,30,1.0,1.0982222653477076,32.94666796043123
DEXILANT,PLAVIX,30,30,1.0,1.0982222653477076,32.94666796043123
DIOVAN,NEXIUM 24HR,30,30,1.0,1.0982222653477076,32.94666796043123
DOXYCYCLINE,ROLAIDS,30,30,1.0,1.0982222653477076,32.94666796043123
DULOXETINE,PRILOSEC,30,30,1.0,1.0982222653477076,32.94666796043123
EMPAGLIFLOZIN,PREGABALIN,30,30,1.0,1.0982222653477076,32.94666796043123
ERYTHROMYCIN,NEXIUM,30,30,1.0,1.0982222653477076,32.94666796043123
FAMOTIDINE,PRAVASTATIN,30,30,1.0,1.0982222653477076,32.94666796043123
FAMOTIDINE,TUMS,30,30,1.0,1.0982222653477076,32.94666796043123
FEXOFENADINE,NEXIUM,30,30,1.0,1.0982222653477076,32.94666796043123
FUROSEMIDE,LACTULOSE,30,30,1.0,1.0982222653477076,32.94666796043123
FUROSEMIDE,NORVASC,30,30,1.0,1.0982222653477076,32.94666796043123
FUROSEMIDE,PREDNISOLONE,30,30,1.0,1.0982222653477076,32.94666796043123
GLIMEPIRIDE,PREVACID,30,30,1.0,1.0982222653477076,32.94666796043123
GLIPIZIDE,NAPROXEN,30,30,1.0,1.0982222653477076,32.94666796043123
HUMALOG,PREVACID,30,30,1.0,1.0982222653477076,32.94666796043123
HYDRALAZINE,LEVOFLOXACIN,30,30,1.0,1.0982222653477076,32.94666796043123
HYDRALAZINE,LEVOTHYROXINE,30,30,1.0,1.0982222653477076,32.94666796043123
HYDROCODONE,PREVACID 24 HR,30,30,1.0,1.0982222653477076,32.94666796043123
HYDROXYZINE,PREVACID,30,30,1.0,1.0982222653477076,32.94666796043123
HYDROXYZINE,PROTONIX,30,30,1.0,1.0982222653477076,32.94666796043123
JANUVIA,PREVACID 24 HR,30,30,1.0,1.0982222653477076,32.94666796043123
LANSOPRAZOLE,PREDNISOLONE,30,30,1.0,1.0982222653477076,32.94666796043123
LEVOTHYROXINE,TUMS,30,30,1.0,1.0982222653477076,32.94666796043123
LIPITOR,NORVASC,30,30,1.0,1.0982222653477076,32.94666796043123
LORAZEPAM,PREVACID 24 HR,30,30,1.0,1.0982222653477076,32.94666796043123
LOVASTATIN,PRILOSEC,30,30,1.0,1.0982222653477076,32.94666796043123
MAALOX ANTACID,NEXIUM,30,30,1.0,1.0982222653477076,32.94666796043123
MYCOPHENOLATE MOFETIL,PREDNISONE,30,30,1.0,1.0982222653477076,32.94666796043123
NASONEX,PRILOSEC,30,30,1.0,1.0982222653477076,32.94666796043123
NEXIUM,SENSIPAR,30,30,1.0,1.0982222653477076,32.94666796043123
NEXIUM 24HR,NOVOLOG,30,30,1.0,1.0982222653477076,32.94666796043123
NOVOLOG,PRILOSEC OTC,30,30,1.0,1.0982222653477076,32.94666796043123
NOVOLOG,TRAMADOL,30,30,1.0,1.0982222653477076,32.94666796043123
PANTOPRAZOL,SITAGLIPTIN,30,30,1.0,1.0982222653477076,32.94666796043123
PEPCID,RANITIDINE,30,30,1.0,1.0982222653477076,32.94666796043123
PEPCID AC,PROTONIX,30,30,1.0,1.0982222653477076,32.94666796043123
PRILOSEC OTC,SERTRALINE,30,30,1.0,1.0982222653477076,32.94666796043123
RITUXIMAB,XELJANZ,30,30,1.0,1.0982222653477076,32.94666796043123
SYMBICORT,TRAMADOL,30,30,1.0,1.0982222653477076,32.94666796043123
TUMS,VITAMIN D,30,30,1.0,1.0982222653477076,32.94666796043123
ASPIRIN,GLIMEPIRIDE,41,35,0.8536585365853658,0.9375068118821894,32.81273841587663
BACLOFEN,TRAMADOL,41,35,0.8536585365853658,0.9375068118821894,32.81273841587663
GABAPENTIN,NORCO,41,35,0.8536585365853658,0.9375068118821894,32.81273841587663
LISINOPRIL,MONTELUKAST,41,35,0.8536585365853658,0.9375068118821894,32.81273841587663
PREDNISONE,ROSUVASTATIN,41,35,0.8536585365853658,0.9375068118821894,32.81273841587663
AMOXICILLIN,VITAMIN D3,46,37,0.8043478260869565,0.8833526916927215,32.6840495926307
GABAPENTIN,GLIMEPIRIDE,46,37,0.8043478260869565,0.8833526916927215,32.6840495926307
ASPIRIN,NITROSTAT,39,34,0.8717948717948718,0.9574245390210785,32.552434326716664
AZITHROMYCIN ANHYDROUS,TOBRAMYCIN,39,34,0.8717948717948718,0.9574245390210785,32.552434326716664
CELEBREX,TRAMADOL,39,34,0.8717948717948718,0.9574245390210785,32.552434326716664
CLONIDINE,LOSARTAN,39,34,0.8717948717948718,0.9574245390210785,32.552434326716664
ESCITALOPRAM,FUROSEMIDE,39,34,0.8717948717948718,0.9574245390210785,32.552434326716664
FUROSEMIDE,XARELTO,39,34,0.8717948717948718,0.9574245390210785,32.552434326716664
HYDROCODONE,METOPROLOL,39,34,0.8717948717948718,0.9574245390210785,32.552434326716664
IBUPROFEN,PRAVASTATIN,39,34,0.8717948717948718,0.9574245390210785,32.552434326716664
LOSARTAN,ROSUVASTATIN,39,34,0.8717948717948718,0.9574245390210785,32.552434326716664
DOXYCYCLINE HYCLATE,PREDNISONE,54,40,0.7407407407407407,0.8134979743316353,32.53991897326541
MONTELUKAST,PREDNISONE,49,38,0.7755102040816326,0.8516825731267937,32.36393777881816
AMLODIPINE,TAMSULOSIN,44,36,0.8181818181818182,0.8985454898299428,32.347637633877945
FOLIC ACID,SIMVASTATIN,44,36,0.8181818181818182,0.8985454898299428,32.347637633877945
ALPRAZOLAM,GLIPIZIDE,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
AMOXICILLIN,FERROUS SULFATE,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
CEPHALEXIN,SERTRALINE,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
CLONIDINE,SIMVASTATIN,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
COSENTYX,PREDNISONE,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
DOXYCYCLINE,FLUTICASONE,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
FISH OIL,FUROSEMIDE,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
GABAPENTIN,LEXAPRO,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
GABAPENTIN,METOPROLOL SUCCINATE,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
GLIPIZIDE,LOVASTATIN,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
GLIPIZIDE,MELOXICAM,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
HUMIRA,IBUPROFEN,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
HYDROCHLOROTHIAZIDE,OXYCODONE,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
LORATADINE,METFORMIN,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
METFORMIN HYDROCHLORIDE,SIMVASTATIN,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
PREDNISONE,SERTRALINE,37,33,0.8918918918918919,0.9794955339587663,32.323352620639284
AMLODIPINE BESYLATE,METOPROLOL,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
AMLODIPINE BESYLATE,METOPROLOL TARTRATE,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
ASPIRIN,METRONIDAZOLE,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
ATORVASTATIN,DOXAZOSIN,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
ATORVASTATIN,METFORMIN HYDROCHLORIDE,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
CARVEDILOL,VITAMIN D,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
CEFDINIR,CEPHALEXIN,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
DEXILANT,JANUVIA,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
DEXILANT,LOSARTAN,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
FOLIC ACID,RITUXAN,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
FUROSEMIDE,LIDOCAINE,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
GABAPENTIN,SYMBICORT,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
HYDROCHLOROTHIAZIDE,PRAVASTATIN,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
LORAZEPAM,VITAMIN D3,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
MONTELUKAST,TRAMADOL,35,32,0.9142857142857143,1.0040889283179042,32.130845706172934
AZITHROMYCIN ANHYDROUS,DEXAMETHASONE,42,35,0.8333333333333334,0.9151852211230898,32.031482739308146
CYMBALTA,NAPROXEN,42,35,0.8333333333333334,0.9151852211230898,32.031482739308146
ACETAMINOPHEN,VITAMIN D,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
ALLOPURINOL,FAMOTIDINE,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
AMLODIPINE,LEVOFLOXACIN,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
AMOXICILLIN,MONTELUKAST,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
ASPIRIN,CHOLECALCIFEROL,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
ATENOLOL,RANITIDINE,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
AZITHROMYCIN ANHYDROUS,DICYCLOMINE,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
CLONIDINE,NAPROXEN,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
CLONIDINE,PRAVASTATIN,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
CYCLOBENZAPRINE,METHOTREXATE,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
CYMBALTA,PANTOPRAZOLE,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
DAPAGLIFLOZIN,METFORMIN,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
FENOFIBRATE,PRILOSEC,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
FERROUS SULFATE,METOPROLOL,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
LANTUS,RANITIDINE,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
LEVOTHYROXINE,OXYCODONE,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
LIPITOR,LYRICA,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
METOPROLOL TARTRATE,TRAMADOL,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
OXYCODONE,SIMVASTATIN,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
PANTOPRAZOLE,TAMSULOSIN,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
PROTONIX,VITAMIN D2,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
VITAMIN D3,ZANTAC,33,31,0.9393939393939394,1.0316633401751194,31.981563545428703
BACLOFEN,LISINOPRIL,55,40,0.7272727272727273,0.7987071020710602,31.94828408284241
ACETAMINOPHEN,CRESTOR,31,30,0.967741935483871,1.062795740659072,31.883872219772158
ALLOPURINOL,CLONIDINE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
ALLOPURINOL,VALSARTAN,31,30,0.967741935483871,1.062795740659072,31.883872219772158
ALPRAZOLAM,TRAZODONE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
APIXABAN,ATORVASTATIN,31,30,0.967741935483871,1.062795740659072,31.883872219772158
ATORVASTATIN,METRONIDAZOLE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
AZITHROMYCIN ANHYDROUS,NORVASC,31,30,0.967741935483871,1.062795740659072,31.883872219772158
AZITHROMYCIN ANHYDROUS,PREDNISOLONE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
CARVEDILOL,CRESTOR,31,30,0.967741935483871,1.062795740659072,31.883872219772158
CAYSTON,PULMOZYME,31,30,0.967741935483871,1.062795740659072,31.883872219772158
CEFDINIR,LISINOPRIL,31,30,0.967741935483871,1.062795740659072,31.883872219772158
CELEBREX,DEXILANT,31,30,0.967741935483871,1.062795740659072,31.883872219772158
CEPHALEXIN,JANUVIA,31,30,0.967741935483871,1.062795740659072,31.883872219772158
CIPROFLOXACIN,HUMALOG,31,30,0.967741935483871,1.062795740659072,31.883872219772158
CIPROFLOXACIN,POTASSIUM CHLORIDE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
CLONAZEPAM,DEXILANT,31,30,0.967741935483871,1.062795740659072,31.883872219772158
CLONAZEPAM,ONDANSETRON,31,30,0.967741935483871,1.062795740659072,31.883872219772158
CLONIDINE,HYDROCODONE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
COLCHICINE,FUROSEMIDE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
DEXILANT,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,31,30,0.967741935483871,1.062795740659072,31.883872219772158
DIAZEPAM,LEVOTHYROXINE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
DICLOFENAC SODIUM,NEXIUM,31,30,0.967741935483871,1.062795740659072,31.883872219772158
DOXYCYCLINE,PRAVASTATIN,31,30,0.967741935483871,1.062795740659072,31.883872219772158
DOXYCYCLINE,TIZANIDINE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
EMPAGLIFLOZIN,LANSOPRAZOLE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
FUROSEMIDE,MAGNESIUM,31,30,0.967741935483871,1.062795740659072,31.883872219772158
GABAPENTIN,POLYETHYLENE GLYCOL,31,30,0.967741935483871,1.062795740659072,31.883872219772158
HYDRALAZINE,METOPROLOL TARTRATE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
HYDROXYCHLOROQUINE SULFATE,RITUXIMAB,31,30,0.967741935483871,1.062795740659072,31.883872219772158
LANTUS,NAPROXEN,31,30,0.967741935483871,1.062795740659072,31.883872219772158
LOSARTAN,ZOLPIDEM,31,30,0.967741935483871,1.062795740659072,31.883872219772158
METRONIDAZOLE,RANITIDINE,31,30,0.967741935483871,1.062795740659072,31.883872219772158
NEXIUM,VERAPAMIL,31,30,0.967741935483871,1.062795740659072,31.883872219772158
NEXIUM,VOLTAREN,31,30,0.967741935483871,1.062795740659072,31.883872219772158
