drug_a,drug_b,total_reports,serious_reports,serious_rate,lift,risk_score
CYCLOBENZAPRINE,TRAZODONE,53,48,0.9056603773584906,0.9946163912583014,47.741586780398464
FUROSEMIDE,GLIMEPIRIDE,53,48,0.9056603773584906,0.9946163912583014,47.741586780398464
GABAPENTIN,SPIRONOLACTONE,53,48,0.9056603773584906,0.9946163912583014,47.741586780398464
METOPROLOL,NAPROXEN,53,48,0.9056603773584906,0.9946163912583014,47.741586780398464
GABAPENTIN,TIZANIDINE,60,51,0.85,0.9334889255455515,47.60793520282313
ASPIRIN,EMPAGLIFLOZIN,51,47,0.9215686274509803,1.0120871857125933,47.56809772849188
CEPHALEXIN,FERROUS SULFATE,51,47,0.9215686274509803,1.0120871857125933,47.56809772849188
FUROSEMIDE,LASIX,51,47,0.9215686274509803,1.0120871857125933,47.56809772849188
LIPITOR,METOPROLOL,51,47,0.9215686274509803,1.0120871857125933,47.56809772849188
PANTOPRAZOLE,POTASSIUM CHLORIDE,51,47,0.9215686274509803,1.0120871857125933,47.56809772849188
CYMBALTA,GABAPENTIN,70,55,0.7857142857142857,0.8628889227731988,47.45889075252594
PREDNISONE,PROAIR HFA,70,55,0.7857142857142857,0.8628889227731988,47.45889075252594
ACETAMINOPHEN,METHYLPREDNISOLONE,49,46,0.9387755102040817,1.0309841674692766,47.42527170358672
ALLOPURINOL,LOSARTAN,49,46,0.9387755102040817,1.0309841674692766,47.42527170358672
AMOXICILLIN,CRESTOR,49,46,0.9387755102040817,1.0309841674692766,47.42527170358672
AMOXICILLIN,ESOMEPRAZOLE,49,46,0.9387755102040817,1.0309841674692766,47.42527170358672
CRESTOR,PREDNISONE,49,46,0.9387755102040817,1.0309841674692766,47.42527170358672
FUROSEMIDE,INSULIN,49,46,0.9387755102040817,1.0309841674692766,47.42527170358672
NORVASC,PRILOSEC,49,46,0.9387755102040817,1.0309841674692766,47.42527170358672
ALLOPURINOL,EMPAGLIFLOZIN,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
ALPRAZOLAM,CYCLOBENZAPRINE,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
AMIODARONE,FUROSEMIDE,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
CLONAZEPAM,CYCLOBENZAPRINE,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
CLOPIDOGREL,LANSOPRAZOLE,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
DEXILANT,IBUPROFEN,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
DEXILANT,METOPROLOL,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
DIAZEPAM,RANITIDINE,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
HUMALOG,LISINOPRIL,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
METOCLOPRAMIDE,ONDANSETRON,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
ONDANSETRON,ZOLPIDEM,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
PROTONIX,SPIRONOLACTONE,47,45,0.9574468085106383,1.0514894029924862,47.31702313466189
ACETYLSALICYLIC ACID,SITAGLIPTIN,45,44,0.9777777777777777,1.0738173261177586,47.24796234918138
AMLODIPINE BESYLATE,HYDRALAZINE,45,44,0.9777777777777777,1.0738173261177586,47.24796234918138
AZITHROMYCIN ANHYDROUS,NOVOLOG,45,44,0.9777777777777777,1.0738173261177586,47.24796234918138
CARVEDILOL,CLONIDINE,45,44,0.9777777777777777,1.0738173261177586,47.24796234918138
CLONIDINE,PREDNISONE,45,44,0.9777777777777777,1.0738173261177586,47.24796234918138
DOXYCYCLINE,LANSOPRAZOLE,45,44,0.9777777777777777,1.0738173261177586,47.24796234918138
ESOMEPRAZOLE,LANSOPRAZOLE,45,44,0.9777777777777777,1.0738173261177586,47.24796234918138
FLUTICASONE,LEVOFLOXACIN,45,44,0.9777777777777777,1.0738173261177586,47.24796234918138
LANSOPRAZOLE,LISINOPRIL,45,44,0.9777777777777777,1.0738173261177586,47.24796234918138
METRONIDAZOLE,PRILOSEC OTC,45,44,0.9777777777777777,1.0738173261177586,47.24796234918138
OXYCODONE,RANITIDINE,45,44,0.9777777777777777,1.0738173261177586,47.24796234918138
ALLOPURINOL,RAMIPRIL,43,43,1.0,1.0982222653477076,47.223557409951425
BENZONATATE,NEXIUM 24HR,43,43,1.0,1.0982222653477076,47.223557409951425
CEPHALEXIN /00145501/,PREVACID,43,43,1.0,1.0982222653477076,47.223557409951425
CIMZIA,ORENCIA,43,43,1.0,1.0982222653477076,47.223557409951425
CLONAZEPAM,PRILOSEC OTC,43,43,1.0,1.0982222653477076,47.223557409951425
CLONIDINE,NEXIUM 24HR,43,43,1.0,1.0982222653477076,47.223557409951425
CLONIDINE,PANTOPRAZOLE,43,43,1.0,1.0982222653477076,47.223557409951425
EMPAGLIFLOZIN,GLICLAZIDE,43,43,1.0,1.0982222653477076,47.223557409951425
ENBREL,INFLIXIMAB,43,43,1.0,1.0982222653477076,47.223557409951425
FERROUS SULFATE,PREVACID,43,43,1.0,1.0982222653477076,47.223557409951425
HYDROCODONE,NEXIUM 24HR,43,43,1.0,1.0982222653477076,47.223557409951425
HYDROXYCHLOROQUINE SULFATE,SULFASALAZINE,43,43,1.0,1.0982222653477076,47.223557409951425
LYRICA,NEXIUM 24HR,43,43,1.0,1.0982222653477076,47.223557409951425
MECLIZINE,PRILOSEC,43,43,1.0,1.0982222653477076,47.223557409951425
METHOCARBAMOL,NEXIUM,43,43,1.0,1.0982222653477076,47.223557409951425
NEXIUM,NITROGLYCERIN,43,43,1.0,1.0982222653477076,47.223557409951425
NEXIUM,TORSEMIDE,43,43,1.0,1.0982222653477076,47.223557409951425
ONDANSETRON,PREVACID 24 HR,43,43,1.0,1.0982222653477076,47.223557409951425
PEPCID AC,PRILOSEC,43,43,1.0,1.0982222653477076,47.223557409951425
PREVACID,ZOLPIDEM,43,43,1.0,1.0982222653477076,47.223557409951425
PRILOSEC OTC,VITAMIN D,43,43,1.0,1.0982222653477076,47.223557409951425
IBUPROFEN,METHOTREXATE,63,52,0.8253968253968254,0.9064691713981079,47.136396912701606
CIPROFLOXACIN,LORAZEPAM,56,49,0.875,0.9609444821792442,47.08627962678297
AMITRIPTYLINE,ASPIRIN,54,48,0.8888888888888888,0.9761975691979623,46.85748332150219
AMITRIPTYLINE,NAPROXEN,54,48,0.8888888888888888,0.9761975691979623,46.85748332150219
ATORVASTATIN,MELOXICAM,54,48,0.8888888888888888,0.9761975691979623,46.85748332150219
DICLOFENAC,FUROSEMIDE,54,48,0.8888888888888888,0.9761975691979623,46.85748332150219
PANTOPRAZOLE,VITAMIN D,54,48,0.8888888888888888,0.9761975691979623,46.85748332150219
LIPITOR,OMEPRAZOLE,52,47,0.9038461538461539,0.9926239706027358,46.653326618328585
GABAPENTIN,VITAMIN B12,82,59,0.7195121951219512,0.7901843128721311,46.62087445945573
AZITHROMYCIN ANHYDROUS,VITAMIN D,59,50,0.847457627118644,0.9306968350404302,46.534841752021514
ACETAMINOPHEN,METOPROLOL,50,46,0.92,1.010364484119891,46.47676626951499
CARVEDILOL,LEVOTHYROXINE,50,46,0.92,1.010364484119891,46.47676626951499
GABAPENTIN,METRONIDAZOLE,50,46,0.92,1.010364484119891,46.47676626951499
ALPRAZOLAM,RANITIDINE,48,45,0.9375,1.0295833737634759,46.33125181935641
ASPIRIN,RAMIPRIL,48,45,0.9375,1.0295833737634759,46.33125181935641
ATORVASTATIN,FERROUS SULFATE,48,45,0.9375,1.0295833737634759,46.33125181935641
BENADRYL,PRILOSEC,48,45,0.9375,1.0295833737634759,46.33125181935641
BENZONATATE,GABAPENTIN,48,45,0.9375,1.0295833737634759,46.33125181935641
CIMZIA,HUMIRA,48,45,0.9375,1.0295833737634759,46.33125181935641
CLOPIDOGREL,GABAPENTIN,48,45,0.9375,1.0295833737634759,46.33125181935641
DOXYCYCLINE,HYDROCHLOROTHIAZIDE,48,45,0.9375,1.0295833737634759,46.33125181935641
FLUCONAZOLE,FUROSEMIDE,48,45,0.9375,1.0295833737634759,46.33125181935641
FLUOXETINE,GABAPENTIN,48,45,0.9375,1.0295833737634759,46.33125181935641
HYDROCODONE,NAPROXEN,48,45,0.9375,1.0295833737634759,46.33125181935641
HYDROCODONE,PREDNISONE,48,45,0.9375,1.0295833737634759,46.33125181935641
IBUPROFEN,LOSARTAN,48,45,0.9375,1.0295833737634759,46.33125181935641
AZITHROMYCIN ANHYDROUS,HYDROCODONE,57,49,0.8596491228070176,0.9440858070532926,46.26020454561134
ELIQUIS,FUROSEMIDE,57,49,0.8596491228070176,0.9440858070532926,46.26020454561134
ACETAMINOPHEN,FAMOTIDINE,46,44,0.9565217391304348,1.0504734712021553,46.22083273289483
ACETAMINOPHEN,LOSARTAN,46,44,0.9565217391304348,1.0504734712021553,46.22083273289483
ACETAMINOPHEN,ZANTAC,46,44,0.9565217391304348,1.0504734712021553,46.22083273289483
AMOXICILLIN,BENZONATATE,46,44,0.9565217391304348,1.0504734712021553,46.22083273289483
AMOXICILLIN,SERTRALINE,46,44,0.9565217391304348,1.0504734712021553,46.22083273289483
CELEBREX,CIPROFLOXACIN,46,44,0.9565217391304348,1.0504734712021553,46.22083273289483
FUROSEMIDE,SYNTHROID,46,44,0.9565217391304348,1.0504734712021553,46.22083273289483
GABAPENTIN,TUMS,46,44,0.9565217391304348,1.0504734712021553,46.22083273289483
LANSOPRAZOLE,RANITIDINE,46,44,0.9565217391304348,1.0504734712021553,46.22083273289483
OMEPRAZOLE,TUMS,46,44,0.9565217391304348,1.0504734712021553,46.22083273289483
ALLOPURINOL,NAPROXEN,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
AMLODIPINE,PLAVIX,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
ASPIRIN,METHYLPREDNISOLONE,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
ATENOLOL,CIPROFLOXACIN,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
AZITHROMYCIN ANHYDROUS,WARFARIN,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
CLINDAMYCIN,RANITIDINE,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
CYCLOBENZAPRINE,DIAZEPAM,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
DIAZEPAM,PANTOPRAZOLE,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
ESOMEPRAZOLE,RANITIDINE,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
LANTUS,PANTOPRAZOLE,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
LEVOFLOXACIN,PROMETHAZINE,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
LEVOFLOXACIN,RANITIDINE,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
NEXIUM,NORCO,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
PARACETAMOL,RAMIPRIL,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
PREDNISONE,RITUXIMAB,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
PREDNISONE,SYNTHROID,44,43,0.9772727272727273,1.0732626684079871,46.15029474154345
ACIPHEX,CIPROFLOXACIN,42,42,1.0,1.0982222653477076,46.12533514460372
ALBUTEROL,PANTOPRAZOLE,42,42,1.0,1.0982222653477076,46.12533514460372
ALLOPURINOL,BISOPROLOL,42,42,1.0,1.0982222653477076,46.12533514460372
ARAVA,HYDROXYCHLOROQUINE,42,42,1.0,1.0982222653477076,46.12533514460372
ATORVASTATIN,CANDESARTAN,42,42,1.0,1.0982222653477076,46.12533514460372
BENADRYL,PREVACID,42,42,1.0,1.0982222653477076,46.12533514460372
BUSPIRONE,NEXIUM,42,42,1.0,1.0982222653477076,46.12533514460372
CARVEDILOL,CYCLOBENZAPRINE,42,42,1.0,1.0982222653477076,46.12533514460372
CEFUROXIME,NEXIUM,42,42,1.0,1.0982222653477076,46.12533514460372
CEPHALEXIN,GLIPIZIDE,42,42,1.0,1.0982222653477076,46.12533514460372
CEPHALEXIN,SPIRONOLACTONE,42,42,1.0,1.0982222653477076,46.12533514460372
CLOPIDOGREL,PROTONIX,42,42,1.0,1.0982222653477076,46.12533514460372
COZAAR,NEXIUM,42,42,1.0,1.0982222653477076,46.12533514460372
DEXILANT,OXYCODONE,42,42,1.0,1.0982222653477076,46.12533514460372
HYDROXYCHLOROQUINE SULFATE,LEFLUNOMIDE,42,42,1.0,1.0982222653477076,46.12533514460372
INDOMETHACIN,NEXIUM,42,42,1.0,1.0982222653477076,46.12533514460372
LANTUS,PRILOSEC OTC,42,42,1.0,1.0982222653477076,46.12533514460372
LORATADINE,PREVACID,42,42,1.0,1.0982222653477076,46.12533514460372
LOVASTATIN,NEXIUM,42,42,1.0,1.0982222653477076,46.12533514460372
METFORMIN,METHYLPREDNISOLONE,42,42,1.0,1.0982222653477076,46.12533514460372
METFORMIN,RIVAROXABAN,42,42,1.0,1.0982222653477076,46.12533514460372
METOCLOPRAMIDE,PRILOSEC,42,42,1.0,1.0982222653477076,46.12533514460372
MYLANTA,PRILOSEC,42,42,1.0,1.0982222653477076,46.12533514460372
NEXIUM,VENTOLIN,42,42,1.0,1.0982222653477076,46.12533514460372
NORVASC,PROTONIX,42,42,1.0,1.0982222653477076,46.12533514460372
PARACETAMOL,SITAGLIPTIN,42,42,1.0,1.0982222653477076,46.12533514460372
PROAIR HFA,TRAMADOL,42,42,1.0,1.0982222653477076,46.12533514460372
SIMPONI,SULFASALAZINE,42,42,1.0,1.0982222653477076,46.12533514460372
ATENOLOL,IBUPROFEN,55,48,0.8727272727272727,0.9584485224852721,46.00552907929306
LISINOPRIL,ROSUVASTATIN,55,48,0.8727272727272727,0.9584485224852721,46.00552907929306
AZITHROMYCIN ANHYDROUS,SINGULAIR,53,47,0.8867924528301887,0.9738952164404201,45.77307517269975
FUROSEMIDE,TAMSULOSIN,53,47,0.8867924528301887,0.9738952164404201,45.77307517269975
GABAPENTIN,HUMIRA,53,47,0.8867924528301887,0.9738952164404201,45.77307517269975
JANUVIA,SIMVASTATIN,51,46,0.9019607843137255,0.9905534158038148,45.56545712697548
LISINOPRIL,POTASSIUM CHLORIDE,51,46,0.9019607843137255,0.9905534158038148,45.56545712697548
ASPIRIN,ROSUVASTATIN,58,49,0.8448275862068966,0.9278084655523737,45.46261481206631
ACETAMINOPHEN,DOXYCYCLINE,49,45,0.9183673469387755,1.0085714681764664,45.38571606794098
ALPRAZOLAM,LEVOTHYROXINE,49,45,0.9183673469387755,1.0085714681764664,45.38571606794098
ATENOLOL,NAPROXEN,49,45,0.9183673469387755,1.0085714681764664,45.38571606794098
GLIPIZIDE,LORAZEPAM,49,45,0.9183673469387755,1.0085714681764664,45.38571606794098
LOSARTAN,RANITIDINE,49,45,0.9183673469387755,1.0085714681764664,45.38571606794098
NYSTATIN,PREDNISONE,49,45,0.9183673469387755,1.0085714681764664,45.38571606794098
PLAVIX,PREDNISONE,49,45,0.9183673469387755,1.0085714681764664,45.38571606794098
GABAPENTIN,VITAMIN D,76,56,0.7368421052631579,0.8092164060456793,45.31611873855804
AMLODIPINE,TYLENOL,47,44,0.9361702127659575,1.0281229718148752,45.23741075985451
AZITHROMYCIN ANHYDROUS,PLAVIX,47,44,0.9361702127659575,1.0281229718148752,45.23741075985451
CARVEDILOL,NAPROXEN,47,44,0.9361702127659575,1.0281229718148752,45.23741075985451
CIPROFLOXACIN,TRAZODONE,47,44,0.9361702127659575,1.0281229718148752,45.23741075985451
CLONAZEPAM,TRAMADOL,47,44,0.9361702127659575,1.0281229718148752,45.23741075985451
DOXYCYCLINE,OXYCODONE,47,44,0.9361702127659575,1.0281229718148752,45.23741075985451
FENOFIBRATE,LISINOPRIL,47,44,0.9361702127659575,1.0281229718148752,45.23741075985451
FERROUS SULFATE,TRAMADOL,47,44,0.9361702127659575,1.0281229718148752,45.23741075985451
LEVOTHYROXINE,PROMETHAZINE,47,44,0.9361702127659575,1.0281229718148752,45.23741075985451
OMEPRAZOLE,PREDNISOLONE,47,44,0.9361702127659575,1.0281229718148752,45.23741075985451
ALBUTEROL,ATORVASTATIN,45,43,0.9555555555555556,1.0494123868878096,45.12473263617581
ASPIRIN,BISOPROLOL,45,43,0.9555555555555556,1.0494123868878096,45.12473263617581
ASPIRIN,METOCLOPRAMIDE,45,43,0.9555555555555556,1.0494123868878096,45.12473263617581
ATENOLOL,TRAMADOL,45,43,0.9555555555555556,1.0494123868878096,45.12473263617581
CALCITRIOL,FUROSEMIDE,45,43,0.9555555555555556,1.0494123868878096,45.12473263617581
CLINDAMYCIN,OMEPRAZOLE,45,43,0.9555555555555556,1.0494123868878096,45.12473263617581
CLONIDINE,OMEPRAZOLE,45,43,0.9555555555555556,1.0494123868878096,45.12473263617581
CYCLOBENZAPRINE,TYLENOL,45,43,0.9555555555555556,1.0494123868878096,45.12473263617581
LEVOFLOXACIN,METOPROLOL,45,43,0.9555555555555556,1.0494123868878096,45.12473263617581
LISINOPRIL,NORVASC,45,43,0.9555555555555556,1.0494123868878096,45.12473263617581
ACETYLSALICYLIC ACID,AMLODIPINE,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
ALLOPURINOL,DEXILANT,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
AMITRIPTYLINE,RANITIDINE,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
AMITRIPTYLINE,SIMVASTATIN,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
ARAVA,HYDROXYCHLOROQUINE SULFATE,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
ASPIRIN,LANSOPRAZOLE,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
CLINDAMYCIN,METRONIDAZOLE,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
CLINDAMYCIN,SIMVASTATIN,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
CLONAZEPAM,PROTONIX,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
DEXILANT,HYDRALAZINE,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
DOXYCYCLINE,ZANTAC,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
FISH OIL,NEXIUM,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
IBUPROFEN,LEVAQUIN,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
METRONIDAZOLE,PROTONIX,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
NEXIUM,TRICOR,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
NEXIUM,ZYRTEC,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
PLAQUENIL,REMICADE,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
PREDNISONE,WARFARIN,43,42,0.9767441860465116,1.072682212665203,45.052652931938525
ACETAMINOPHEN,ALBUTEROL,41,41,1.0,1.0982222653477076,45.02711287925601
ACETYLSALICYLIC ACID,CLOPIDOGREL,41,41,1.0,1.0982222653477076,45.02711287925601
AMLODIPINE,DEXILANT,41,41,1.0,1.0982222653477076,45.02711287925601
AMLODIPINE,ZANTAC,41,41,1.0,1.0982222653477076,45.02711287925601
AMLODIPINE BESYLATE,PREVACID 24 HR,41,41,1.0,1.0982222653477076,45.02711287925601
AMOXICILLIN,LORATADINE,41,41,1.0,1.0982222653477076,45.02711287925601
ARAVA,LEFLUNOMIDE,41,41,1.0,1.0982222653477076,45.02711287925601
ATENOLOL,PROTONIX,41,41,1.0,1.0982222653477076,45.02711287925601
ATORVASTATIN,PARACETAMOL,41,41,1.0,1.0982222653477076,45.02711287925601
ATORVASTATIN,PRAVASTATIN,41,41,1.0,1.0982222653477076,45.02711287925601
CELEBREX,PREVACID,41,41,1.0,1.0982222653477076,45.02711287925601
CLINDAMYCIN,NEXIUM 24HR,41,41,1.0,1.0982222653477076,45.02711287925601
CLINDAMYCIN,PANTOPRAZOLE,41,41,1.0,1.0982222653477076,45.02711287925601
CLONAZEPAM,NEXIUM 24HR,41,41,1.0,1.0982222653477076,45.02711287925601
CLONIDINE,HYDROCHLOROTHIAZIDE,41,41,1.0,1.0982222653477076,45.02711287925601
DEXILANT,TRAZODONE,41,41,1.0,1.0982222653477076,45.02711287925601
DIAZEPAM,PREVACID 24 HR,41,41,1.0,1.0982222653477076,45.02711287925601
FAMOTIDINE,PREVACID 24 HR,41,41,1.0,1.0982222653477076,45.02711287925601
FLUCONAZOLE,PRILOSEC OTC,41,41,1.0,1.0982222653477076,45.02711287925601
HYDRALAZINE,PREVACID 24 HR,41,41,1.0,1.0982222653477076,45.02711287925601
HYDROXYCHLOROQUINE,HYDROXYCHLOROQUINE SULFATE,41,41,1.0,1.0982222653477076,45.02711287925601
HYDROXYCHLOROQUINE SULFATE,RITUXAN,41,41,1.0,1.0982222653477076,45.02711287925601
METHYLPREDNISOLONE,ONDANSETRON,41,41,1.0,1.0982222653477076,45.02711287925601
METHYLPREDNISOLONE,PROTONIX,41,41,1.0,1.0982222653477076,45.02711287925601
METOPROLOL TARTRATE,PRILOSEC OTC,41,41,1.0,1.0982222653477076,45.02711287925601
METRONIDAZOLE,PROMETHAZINE,41,41,1.0,1.0982222653477076,45.02711287925601
MYLANTA,PREVACID,41,41,1.0,1.0982222653477076,45.02711287925601
NEXIUM,ZOCOR,41,41,1.0,1.0982222653477076,45.02711287925601
NOVOLOG,PREVACID,41,41,1.0,1.0982222653477076,45.02711287925601
NOVOLOG,PROTONIX,41,41,1.0,1.0982222653477076,45.02711287925601
PEPTO-BISMOL,TUMS,41,41,1.0,1.0982222653477076,45.02711287925601
DICLOFENAC,PREDNISONE,61,50,0.819672131147541,0.9001821847112359,45.009109235561795
LYRICA,VITAMIN D3,61,50,0.819672131147541,0.9001821847112359,45.009109235561795
METFORMIN,TAMSULOSIN,61,50,0.819672131147541,0.9001821847112359,45.009109235561795
FLUCONAZOLE,GABAPENTIN,66,52,0.7878787878787878,0.8652660272436484,44.993833416669716
HUMALOG,LANTUS,66,52,0.7878787878787878,0.8652660272436484,44.993833416669716
LYRICA,NAPROXEN,66,52,0.7878787878787878,0.8652660272436484,44.993833416669716
ASPIRIN,ZOFRAN,54,47,0.8703703703703703,0.9558601198396715,44.92542563246456
DOXYCYCLINE,LEVOTHYROXINE,54,47,0.8703703703703703,0.9558601198396715,44.92542563246456
LISINOPRIL,METOPROLOL SUCCINATE,54,47,0.8703703703703703,0.9558601198396715,44.92542563246456
GLIMEPIRIDE,LISINOPRIL,59,49,0.8305084745762712,0.9120828983396216,44.692062018641465
ASPIRIN,METOPROLOL SUCCINATE,52,46,0.8846153846153846,0.9715043116537414,44.6891983360721
AZITHROMYCIN ANHYDROUS,POTASSIUM CHLORIDE,52,46,0.8846153846153846,0.9715043116537414,44.6891983360721
FERROUS SULFATE,PREDNISONE,52,46,0.8846153846153846,0.9715043116537414,44.6891983360721
LISINOPRIL,PROAIR HFA,52,46,0.8846153846153846,0.9715043116537414,44.6891983360721
ALBUTEROL,GABAPENTIN,50,45,0.9,0.9884000388129369,44.478001746582166
AMOXICILLIN,TYLENOL,50,45,0.9,0.9884000388129369,44.478001746582166
FENOFIBRATE,METFORMIN,50,45,0.9,0.9884000388129369,44.478001746582166
GABAPENTIN,LIDOCAINE,50,45,0.9,0.9884000388129369,44.478001746582166
LOSARTAN,SPIRONOLACTONE,50,45,0.9,0.9884000388129369,44.478001746582166
GABAPENTIN,LASIX,57,48,0.8421052631578947,0.9248187497664907,44.39129998879155
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,OMEPRAZOLE,57,48,0.8421052631578947,0.9248187497664907,44.39129998879155
PREDNISONE,VITAMIN D,57,48,0.8421052631578947,0.9248187497664907,44.39129998879155
AMOXICILLIN,LYRICA,48,44,0.9166666666666666,1.0067037432353987,44.29496470235754
ATORVASTATIN CALCIUM,METFORMIN,48,44,0.9166666666666666,1.0067037432353987,44.29496470235754
AZITHROMYCIN ANHYDROUS,SULFAMETHOXAZOLE,48,44,0.9166666666666666,1.0067037432353987,44.29496470235754
CLONAZEPAM,PANTOPRAZOLE,48,44,0.9166666666666666,1.0067037432353987,44.29496470235754
METOPROLOL,PLAVIX,48,44,0.9166666666666666,1.0067037432353987,44.29496470235754
ONDANSETRON,TYLENOL,48,44,0.9166666666666666,1.0067037432353987,44.29496470235754
TYLENOL,ZANTAC,48,44,0.9166666666666666,1.0067037432353987,44.29496470235754
AMLODIPINE,LORAZEPAM,46,43,0.9347826086956522,1.026599074129379,44.143760187563295
AMOXICILLIN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,46,43,0.9347826086956522,1.026599074129379,44.143760187563295
AMOXICILLIN,TRAZODONE,46,43,0.9347826086956522,1.026599074129379,44.143760187563295
ATORVASTATIN,LASIX,46,43,0.9347826086956522,1.026599074129379,44.143760187563295
CYMBALTA,LISINOPRIL,46,43,0.9347826086956522,1.026599074129379,44.143760187563295
FUROSEMIDE,NIFEDIPINE,46,43,0.9347826086956522,1.026599074129379,44.143760187563295
DEXAMETHASONE,GABAPENTIN,70,53,0.7571428571428571,0.8315111437632644,44.07009061945301
CARVEDILOL,RANITIDINE,44,42,0.9545454545454546,1.0483030714682664,44.028729001667195
CELEBREX,MELOXICAM,44,42,0.9545454545454546,1.0483030714682664,44.028729001667195
CITALOPRAM,OMEPRAZOLE,44,42,0.9545454545454546,1.0483030714682664,44.028729001667195
CLINDAMYCIN,ONDANSETRON,44,42,0.9545454545454546,1.0483030714682664,44.028729001667195
COSENTYX,ENBREL,44,42,0.9545454545454546,1.0483030714682664,44.028729001667195
CYCLOBENZAPRINE,ZANTAC,44,42,0.9545454545454546,1.0483030714682664,44.028729001667195
DICLOFENAC,SULFASALAZINE,44,42,0.9545454545454546,1.0483030714682664,44.028729001667195
